CAS number,Principal name,Primary descriptor,Descriptor 2,Descriptor 3,fragrance_family,all_descriptors
27625-35-0,3-methylbutyl 2-methylbutanoate,fruity,berry,citrus,fruity,"['fruity', 'berry', 'citrus']"
2050-01-3,3-methylbutyl 2-methylpropanoate,fruity,sweet,apricot,fruity,"['fruity', 'sweet', 'apricot']"
2050-09-1,3-methylbutyl valerate,fruity,green,apple,fruity,"['fruity', 'green', 'apple']"
590-86-3,3-methylbutyraldehyde,aldehydic,chocolate,peach,aldehydic,"['aldehydic', 'chocolate', 'peach']"
541-47-9,3-methylcrotonic acid,green,phenolic,dairy,green,"['green', 'phenolic', 'dairy']"
82356-51-2,3-methylcyclopentadecenone,powdery,warm,musk like,powdery,"['powdery', 'warm', 'musk like']"
765-70-8,"3-methylcyclopentane-1,2-dione",gourmand,licorice,caramel,gourmand,"['gourmand', 'licorice', 'caramel']"
85351-07-1,3-methyldodecanonitrile,citrus,orange,clean,citrus,"['citrus', 'orange', 'clean']"
105-43-1,3-methylpentanoic acid,acidic,sharp,cheesy,acidic,"['acidic', 'sharp', 'cheesy']"
53082-58-9,3-methylpentyl 2-methylisocrotonate,woody,floral,celery,woody,"['woody', 'floral', 'celery']"
624-51-1,3-nonanol,green,herbal,oily,green,"['green', 'herbal', 'oily']"
925-78-0,3-nonanone,fruity,floral,sweet,fruity,"['fruity', 'floral', 'sweet']"
14309-57-0,3-nonen-2-one,fruity,berry,licorice,fruity,"['fruity', 'berry', 'licorice']"
589-98-0,3-octanol,earthy,mushroom,woody,earthy,"['earthy', 'mushroom', 'woody']"
106-68-3,3-octanone,herbal,fruity,mushroom,herbal,"['herbal', 'fruity', 'mushroom']"
1669-44-9,3-octen-2-one,earthy,mushroom,sweet,earthy,"['earthy', 'mushroom', 'sweet']"
4864-61-3,3-octyl acetate,fruity,bergamot,woody,fruity,"['fruity', 'bergamot', 'woody']"
40785-62-4,3-oxabicyclo[10.3.0]pentadec-6-ene,musk like,earthy,powdery,musk like,"['musk like', 'earthy', 'powdery']"
68611-23-4,"3-pentanone, 1-(2,6,6-trimethyl-2-cyclohexen-1-yl)-, reaction products with 2-propyn-1
ol",animal like,amber,leathery,animal like,"['animal like', 'amber', 'leathery']"
122-97-4,3-phenyl-1-propanol,floral,balsamic,hyacinth,floral,"['floral', 'balsamic', 'hyacinth']"
7306-12-9,3-phenyl-3-buten-1-yl acetate,anisic,floral,balsamic,anisic,"['anisic', 'floral', 'balsamic']"
16251-77-7,3-phenylbutanal,green,pungent,foliage,green,"['green', 'pungent', 'foliage']"
104-53-0,3-phenylpropionaldehyde,green,melon,aldehydic,green,"['green', 'melon', 'aldehydic']"
501-52-0,3-phenylpropionic acid,floral,sweet,spicy,floral,"['floral', 'sweet', 'spicy']"
122-72-5,3-phenylpropyl acetate,spicy,balsamic,cinnamon,spicy,"['spicy', 'balsamic', 'cinnamon']"
122-68-9,3-phenylpropyl cinnamate,balsamic,spicy,fruity,balsamic,"['balsamic', 'spicy', 'fruity']"
103-58-2,3-phenylpropyl isobutyrate,fruity,sweet,balsamic,fruity,"['fruity', 'sweet', 'balsamic']"
39067-39-5,3-propylbicyclo[2.2.1]hept-5-ene-2-carboxaldehyde,green,aldehydic,floral,green,"['green', 'aldehydic', 'floral']"
17369-59-4,3-propylidenephthalide,herbal,celery,sweet,herbal,"['herbal', 'celery', 'sweet']"
31846-06-7,3-tert-butylcyclohexyl acetate,fruity,apple,woody,fruity,"['fruity', 'apple', 'woody']"
23267-57-4,"4-(1,2-epoxy-2,6,6-trimethylcyclohexyl)-3-buten-2-one",floral,violet,powdery,floral,"['floral', 'violet', 'powdery']"
66072-32-0,"4-(1,7,7-trimethylbicyclo[2.2.1]hept-2-yl)-cyclohexanol",woody,sandalwood,balsamic,woody,"['woody', 'sandalwood', 'balsamic']"
14576-08-0,4-(1-methoxy-1-methylethyl)-1-methylcyclohexene,floral,neroli,bergamot,floral,"['floral', 'neroli', 'bergamot']"
67801-38-1,"4-(2,4,6-trimethyl-3-cyclohexen-1-yl)-3-buten-2-one",floral,violet,woody,floral,"['floral', 'violet', 'woody']"
65405-84-7,"4-(2,6,6-trimethyl-2-cyclohexen)-2-methylbutanal",woody,orris,leathery,woody,"['woody', 'orris', 'leathery']"
60241-53-4,"4-(2,6,6-trimethylcyclohexyl)-3-methylbutan-2-ol",woody,violet,cedarwood,woody,"['woody', 'violet', 'cedarwood']"
13215-88-8,"4-(2-butenylidene)-3,5,5-trimethylcyclohex-2-en-1-one",tobacco like,warm,plum,tobacco like,"['tobacco like', 'warm', 'plum']"
55418-52-5,"4-(3,4-methylenedioxyphenyl)-2-butanone",fruity,sweet,raspberry,fruity,"['fruity', 'sweet', 'raspberry']"
2057-49-0,4-(3-phenylpropyl)pyridine,spicy,fresh,green,spicy,"['spicy', 'fresh', 'green']"
38462-23-6,"4-(4,8-dimethylnona-3,7-dienyl)pyridine",marine,fresh,clean,marine,"['marine', 'fresh', 'clean']"
67634-03-1,4-(isopropyl)-.beta.-methylcyclohexanethanol,floral,rose,fresh,floral,"['floral', 'rose', 'fresh']"
63449-95-6,4-(isopropyl)cyclohexyl propionate,herbal,green,fruity,herbal,"['herbal', 'green', 'fruity']"
23550-40-5,4-(methylthio)-4-methyl-2-pentanone,fruity,blackcurrant,green,fruity,"['fruity', 'blackcurrant', 'green']"
5471-51-2,4-(p-hydroxyphenyl)-2-butanone,fruity,powdery,raspberry,fruity,"['fruity', 'powdery', 'raspberry']"
104-20-1,4-(p-methoxyphenyl)-2-butanone,fruity,raspberry,cherry,fruity,"['fruity', 'raspberry', 'cherry']"
934534-30-2,"4,7-decadienal",citrus,aldehydic,tangerine,citrus,"['citrus', 'aldehydic', 'tangerine']"
1338815-87-4,"4,7-methano-1h-indene-5-carboxaldehyde, octahydro-6-methyl-",floral,muguet,green,floral,"['floral', 'muguet', 'green']"
129520-41-8,"4,7-methano-3ah-indene-3a-carboxylic acid, octahydro-, ethyl ester",fruity,citrus,floral,fruity,"['fruity', 'citrus', 'floral']"
1958027-35-4,"4,8-decadienal, (4z,8z)-",aldehydic,mandarin,oily,aldehydic,"['aldehydic', 'mandarin', 'oily']"
1882830-62-7,"4,8-undecadienal, (4z,8z)-",aldehydic,coriander,oily,aldehydic,"['aldehydic', 'coriander', 'oily']"
1882830-61-6,"4,8-undecadienenitrile, (4z,8z)-",aldehydic,oily,citrus,aldehydic,"['aldehydic', 'oily', 'citrus']"
1801275-28-4,"4,9-dodecadienal, (4z,9z)-",aldehydic,mandarin,oily,aldehydic,"['aldehydic', 'mandarin', 'oily']"
1882830-66-1,"4,9-dodecadienenitrile, (4z,9z)-",aldehydic,waxy,mandarin,aldehydic,"['aldehydic', 'waxy', 'mandarin']"
58096-46-1,"4,4,8-trimethyltricyclo[6.3.1.02,5]dodecan-1-yl formate",woody,spicy,peppery,woody,"['woody', 'spicy', 'peppery']"
18096-62-3,"4,4a,5,9b-tetrahydroindeno[1,2-d]-1,3-dioxine",floral,earthy,leathery,floral,"['floral', 'earthy', 'leathery']"
51519-65-4,"4,4a,6,7,8,8a-hexahydro-1,4-methanonaphthalen-5(1h)-one",herbal,lavender,pine,herbal,"['herbal', 'lavender', 'pine']"
494-90-6,"4,5,6,7-tetrahydro-3,6-dimethylbenzofuran",smoky,nutty,earthy,smoky,"['smoky', 'nutty', 'earthy']"
76788-46-0,"4,5-dimethyl-2-ethyl-3-thiazoline",sulfurous,nutty,vegetable,sulfurous,"['sulfurous', 'nutty', 'vegetable']"
53498-32-1,"4,5-dimethyl-2-isobutylthiazole",floral,green,geranium,floral,"['floral', 'green', 'geranium']"
28664-35-9,"4,5-dimethyl-3-hydroxy-2,5-dihydrofuran-2-one",gourmand,caramel,sweet,gourmand,"['gourmand', 'caramel', 'sweet']"
675-09-2,"4,6-dimethyl-2h-pyran-2-one",gourmand,caramel,anisic,gourmand,"['gourmand', 'caramel', 'anisic']"
36635-35-5,"4,6-dimethylcyclohex-3-ene-1-carbaldehyde",green,grassy,citrus,green,"['green', 'grassy', 'citrus']"
74499-58-4,"4,7,7-trimethyl-2-(3-methyl-2-butenyl)bicyclo[4.1.0]heptan-3-one",floral,muguet,green,floral,"['floral', 'muguet', 'green']"
6784-08-3,"4,7,7-trimethyl-6-thiabicyclo[3.2.1]oct-3-ene",fruity,citrus,grapefruit,fruity,"['fruity', 'citrus', 'grapefruit']"
68398-18-5,"4,7,7-trimethyl-6-thiabicyclo[3.2.1]octane",sulfurous,grapefruit,blackcurrant,sulfurous,"['sulfurous', 'grapefruit', 'blackcurrant']"
2550-11-0,"4,7-dimethyloct-6-en-3-one",citrus,grapefruit,fresh,citrus,"['citrus', 'grapefruit', 'fresh']"
79771-15-6,"4,7-methano-1h-inden-5-ol, 3a,4,5,6,7,7a-hexahydrodimethyl-",aromatic,fresh,camphoraceous,aromatic,"['aromatic', 'fresh', 'camphoraceous']"
26912-64-1,"4,7-methano-1h-indene, 3a,4,5,6,7,7a-hexahydro- 5(or 6)-(2-propenyloxy)-",floral,anisic,fruity,floral,"['floral', 'anisic', 'fruity']"
1339119-15-1,"4,7-methano-1h-indene-5-acetaldehyde, octahydro-",floral,muguet,green,floral,"['floral', 'muguet', 'green']"
727414-17-7,"4,7-methano-1h-indenecarboxaldehyde, 3a,4,5,6,7,7a-hexahydro-, reaction product
with me et ketone, acid-isomerized, reduced",woody,sandalwood,oily,woody,"['woody', 'sandalwood', 'oily']"
67845-50-5,"4,8-dimethyl-3-7-nonadien-2-ol",floral,rose,lemon,floral,"['floral', 'rose', 'lemon']"
71077-31-1,"4,8-dimethyl-4,9-decadienal",floral,cyclamen,fresh,floral,"['floral', 'cyclamen', 'fresh']"
40596-76-7,"4,8-dimethyl-7-nonen-2-ol",citrus,lemon,grapefruit,citrus,"['citrus', 'lemon', 'grapefruit']"
4166-20-5,"4-acetoxy-2,5-dimethyl-3(2h)furanone",gourmand,caramel,sweet,gourmand,"['gourmand', 'caramel', 'sweet']"
72207-94-4,4-acetoxy-3-ethoxybenzaldehyde,powdery,vanilla,creamy,powdery,"['powdery', 'vanilla', 'creamy']"
18871-14-2,4-acetoxy-3-pentyltetrahydropyran,floral,jasmin,tea,floral,"['floral', 'jasmin', 'tea']"
13171-00-1,"4-acetyl-6-t-butyl-1,1-dimethylindan",musk like,powdery,clean,musk like,"['musk like', 'powdery', 'clean']"
57371-42-3,4-allyl-2-methoxyphenyl benzyl ether,spicy,clove,floral,spicy,"['spicy', 'clove', 'floral']"
501-92-8,4-allylphenol,herbal,thyme,spicy,herbal,"['herbal', 'thyme', 'spicy']"
562-74-3,4-carvomenthenol,herbal,earthy,woody,herbal,"['herbal', 'earthy', 'woody']"
83926-73-2,4-cyclohexyl-2-methyl-2-butanol,floral,coriander,citrus,floral,"['floral', 'coriander', 'citrus']"
35720-57-1,4-cyclopentadecen-1-one,musk like,powdery,soft,musk like,"['musk like', 'powdery', 'soft']"
14595-54-1,"4-cyclopentadecen-1-one, (z)-",musk like,powdery,soft,musk like,"['musk like', 'powdery', 'soft']"
90411-73-7,"4-ethyl-6-(2,6,6-trimethylyclohex-2-en-1-yl)hex-2-ene-1,4-diol, cyclized",herbal,fresh,citrus,herbal,"['herbal', 'fresh', 'citrus']"
4748-78-1,4-ethylbenzaldehyde,anisic,almond,cherry,anisic,"['anisic', 'almond', 'cherry']"
2785-89-9,4-ethylguaiacol,spicy,phenolic,woody,spicy,"['spicy', 'phenolic', 'woody']"
1373821-23-8,"4h-1,3-benzodioxin, hexahydro-4-methyl-2-(phenylmethyl)-",floral,green,rose,floral,"['floral', 'green', 'rose']"
211299-54-6,"4h-4a,9-methanoazuleno[5,6-d]-1,3-dioxole, octahydro-2,2,5,8,8,9a-hexamethyl-,
(4ar,5r,7as,9r)-",woody,amber,warm,woody,"['woody', 'amber', 'warm']"
10250-45-0,"4-heptanol, 2,6-dimethyl-,acetate",herbal,galbanum,bell pepper,herbal,"['herbal', 'galbanum', 'bell pepper']"
123-19-3,4-heptanone,fruity,fermented,green,fruity,"['fruity', 'fermented', 'green']"
6728-31-0,4-heptenal,green,fatty,creamy,green,"['green', 'fatty', 'creamy']"
18492-65-4,4-heptenal diethyl acetal,green,oily,cucumber,green,"['green', 'oily', 'cucumber']"
928-91-6,"4-hexen-1-ol, (4z)-",green,herbal,vegetable,green,"['green', 'herbal', 'vegetable']"
58461-27-1,"4-hexen-1-ol, 5-methyl-2-(1-methylethenyl)-",floral,waxy,mimosa,floral,"['floral', 'waxy', 'mimosa']"
498-16-8,"4-hexen-1-ol, 5-methyl-2-(1-methylethenyl)-, (r)-",herbal,warm,rose,herbal,"['herbal', 'warm', 'rose']"
97384-47-9,"4-hexenenitrile, 2-ethenyl-2,5-dimethyl-",citrus,fresh,green,citrus,"['citrus', 'fresh', 'green']"
823178-41-2,"4h-indeno[4,5-d]-1,3-dioxole, 3a,5,6,7,8,8b-hexahydro-2,2,6,6,7,8,8-heptamethyl-",amber,woody,dry,amber,"['amber', 'woody', 'dry']"
3658-77-3,"4-hydroxy-2,5-dimethyl-3(2h)-furanone",gourmand,caramel,strawberry,gourmand,"['gourmand', 'caramel', 'strawberry']"
498-02-2,4'-hydroxy-3'-methoxyacetophenone,balsamic,sweet,vanilla,balsamic,"['balsamic', 'sweet', 'vanilla']"
39212-23-2,4-hydroxy-3-methyloctanoic acid lactone,tobacco like,woody,lovage,tobacco like,"['tobacco like', 'woody', 'lovage']"
591-12-8,4-hydroxy-3-pentenoic acid lactone,herbal,sweet,anisic,herbal,"['herbal', 'sweet', 'anisic']"
123-08-0,4-hydroxybenzaldehyde,woody,sweet,almond,woody,"['woody', 'sweet', 'almond']"
96-48-0,4-hydroxybutanoic acid lactone,fruity,chocolate,peach,fruity,"['fruity', 'chocolate', 'peach']"
831-97-0,4-isopropyl-.alpha.-methylcinnamaldehyde,floral,green,spicy,floral,"['floral', 'green', 'spicy']"
14374-92-6,4-isopropyl-1-methyl-2-propenylbenzene,green,carrot,galbanum,green,"['green', 'carrot', 'galbanum']"
6379-73-3,4-isopropyl-2-methoxy-1-methylbenzene,herbal,spicy,green,herbal,"['herbal', 'spicy', 'green']"
3583-00-4,"4-isopropyl-5,5-dimethyl-1,3-dioxane",herbal,green,camphoraceous,herbal,"['herbal', 'green', 'camphoraceous']"
4621-04-9,4-isopropylcyclohexanol,animal like,floral,rose,animal like,"['animal like', 'floral', 'rose']"
94087-83-9,4-methoxy-2-methyl-2-butanethiol,fruity,sulfurous,mango,fruity,"['fruity', 'sulfurous', 'mango']"
5462-06-6,4-methoxy-alpha-methylbenzenepropanal,anisic,sweet,herbal,anisic,"['anisic', 'sweet', 'herbal']"
2403-58-9,4-methoxybenzaldehyde diethyl acetal,floral,hawthorn,powdery,floral,"['floral', 'hawthorn', 'powdery']"
100-09-4,4-methoxybenzoic acid,animal like,pungent,leathery,animal like,"['animal like', 'pungent', 'leathery']"
57094-40-3,4-methyl-1-oxaspiro[5.5]undecan-4-ol,minty,camphoraceous,fresh,minty,"['minty', 'camphoraceous', 'fresh']"
68228-06-8,4-methyl-1-oxaspiro[5.5]undecene,herbal,camphoraceous,lavender,herbal,"['herbal', 'camphoraceous', 'lavender']"
67634-23-5,"4-methyl-2-(1-phenylethyl)-1,3-dioxolane",green,hay,dry,green,"['green', 'hay', 'dry']"
108-10-1,4-methyl-2-pentanone,green,herbal,fruity,green,"['green', 'herbal', 'fruity']"
26643-91-4,4-methyl-2-phenyl-2-pentenal,gourmand,cocoa,nutty,gourmand,"['gourmand', 'cocoa', 'nutty']"
81782-77-6,4-methyl-3-decen-5-ol,green,floral,fruity,green,"['green', 'floral', 'fruity']"
141-79-7,4-methyl-3-penten-2-one,green,earthy,vegetable,green,"['green', 'earthy', 'vegetable']"
7403-42-1,4-methyl-4-phenyl-2-pentanone,woody,vetiver,rooty,woody,"['woody', 'vetiver', 'rooty']"
137-00-8,4-methyl-5-thiazoleethanol,gourmand,milky,creamy,gourmand,"['gourmand', 'milky', 'creamy']"
1759-28-0,4-methyl-5-vinylthiazole,gourmand,nutty,musty,gourmand,"['gourmand', 'nutty', 'musty']"
122760-85-4,"4-methyl-8-methylenetricyclo[3.3.1.(3,7)]decan-2-yl acetate",woody,amber,vetiver,woody,"['woody', 'amber', 'vetiver']"
122-00-9,4'-methylacetophenone,floral,soft,heliotrope,floral,"['floral', 'soft', 'heliotrope']"
2216-45-7,4-methylbenzyl acetate,floral,hyacinth,green,floral,"['floral', 'hyacinth', 'green']"
45019-28-1,4-methylnonanoic acid,acidic,animal like,dry,acidic,"['acidic', 'animal like', 'dry']"
54947-74-9,4-methyloctanoic acid,acidic,animal like,dry,acidic,"['acidic', 'animal like', 'dry']"
646-07-1,4-methylpentanoic acid,acidic,gourmand,pungent,acidic,"['acidic', 'gourmand', 'pungent']"
224031-71-4,"4-penten-1-one, 1-spiro[4.5]dec-6-en-7-yl-",green,galbanum,pineapple,green,"['green', 'galbanum', 'pineapple']"
224031-70-3,"4-penten-1-one, 1-spiro[4.5]dec-7-en-7-yl-",green,galbanum,pineapple,green,"['green', 'galbanum', 'pineapple']"
20962-70-3,"4-pentenoic acid, 2-acetyl-4-methyl-, ethyl ester",fruity,floral,green,fruity,"['fruity', 'floral', 'green']"
2344-70-9,4-phenyl-2-butanol,floral,peony,mimosa,floral,"['floral', 'peony', 'mimosa']"
17488-65-2,4-phenyl-3-buten-2-ol,balsamic,floral,fruity,balsamic,"['balsamic', 'floral', 'fruity']"
16587-71-6,4-t-amylcyclohexanone,woody,orris,camphoraceous,woody,"['woody', 'orris', 'camphoraceous']"
2040-10-0,"4'-tert-butyl-2',6'-dimethylacetophenone",woody,powdery,warm,woody,"['woody', 'powdery', 'warm']"
98-52-2,4-tert-butylcyclohexanol,woody,camphoraceous,floral,woody,"['woody', 'camphoraceous', 'floral']"
32210-23-4,4-tert-butylcyclohexyl acetate,fruity,apple,woody,fruity,"['fruity', 'apple', 'woody']"
546-79-2,4-thujanol,herbal,minty,eucalyptus,herbal,"['herbal', 'minty', 'eucalyptus']"
30168-23-1,4-tricyclodecylidene butanal,floral,muguet,aldehydic,floral,"['floral', 'muguet', 'aldehydic']"
72881-27-7,5- and 6-decenoic acid,gourmand,sweet,milky,gourmand,"['gourmand', 'sweet', 'milky']"
65113-99-7,"5-(2,2,3-trimethyl-3-cyclopentenyl)-3-methylpentan-2-ol",woody,sandalwood,amber,woody,"['woody', 'sandalwood', 'amber']"
70851-61-5,5-(cis-3-hexenyl)dihydro-5-methyl-2(3h)furanone,gourmand,milky,coconut,gourmand,"['gourmand', 'milky', 'coconut']"
67633-92-5,"5-(diethoxymethyl)-3a,4,5,6,7,7a-hexahydro-4,7-methano-1h-indene",anisic,fruity,herbal,anisic,"['anisic', 'fruity', 'herbal']"
68259-31-4,5(or 6)-methyl-7(or 8)-(1-methylethyl)bicyclo[2.2.2]oct-5-ene-2-carbaldehyde,green,watery,leafy,green,"['green', 'watery', 'leafy']"
85700-02-3,"5,8-methano-2h-1-benzopyran, 6-ethylideneoctahydro-, (4aα,5β,6e,8β,8aα)-",fruity,rhubarb,woody,fruity,"['fruity', 'rhubarb', 'woody']"
34413-35-9,"5,6,7,8-tetrahydroquinoxaline",food like,roasted,corn,food like,"['food like', 'roasted', 'corn']"
358331-95-0,"5,6,7-trimethylocta-2,5-dien-4-one",fruity,apple,sweet,fruity,"['fruity', 'apple', 'sweet']"
36267-71-7,"5,7-dihydro-2-methylthieno(3,4-d)pyrimidine",food like,popcorn,nutty,food like,"['food like', 'popcorn', 'nutty']"
943723-15-7,"5,8-methano-2h-1-benzopyran, 6(or 7)-ethylideneoctahydro-, [4ar,5s,8s,8as(or
4ar,5r,8s,8ar)]-rel-",fruity,rhubarb,floral,fruity,"['fruity', 'rhubarb', 'floral']"
85633-08-5,"5,8-methano-2h-1-benzopyran, 6-ethylideneoctahydro-,
(4aalpha,5beta,6z,8beta,8aalpha)-",fruity,rhubarb,woody,fruity,"['fruity', 'rhubarb', 'woody']"
85700-01-2,"5,8-methano-2h-1-benzopyran, 6-ethylideneoctahydro-,
(4aalpha,5beta,7e,8beta,8aalpha)-",fruity,rhubarb,woody,fruity,"['fruity', 'rhubarb', 'woody']"
85633-07-4,"5,8-methano-2h-1-benzopyran, 6-ethylideneoctahydro-,
(4aalpha,5beta,7z,8beta,8aalpha)-",fruity,rhubarb,woody,fruity,"['fruity', 'rhubarb', 'woody']"
69486-14-2,"5,8-methano-2h-1-benzopyran-2-one, 6- ethylideneoctahydro-",fruity,floral,hay,fruity,"['fruity', 'floral', 'hay']"
762-26-5,"5,9-dimethyl-4,8-decadienal",aldehydic,marine,floral,aldehydic,"['aldehydic', 'marine', 'floral']"
91482-37-0,"5,9-undecadien-2-ol,6,10-dimethyl-,acetate",citrus,fruity,marine,citrus,"['citrus', 'fruity', 'marine']"
15323-35-0,"5-acetyl-1,1,2,3,3,6-hexamethylindan",musk like,amber,powdery,musk like,"['musk like', 'amber', 'powdery']"
68140-48-7,"5-acetyl-3-isopropyl-1,1,2,6-tetramethylindane",musk like,fruity,sweet,musk like,"['musk like', 'fruity', 'sweet']"
68188-98-7,5-butyl-5-ethyldihydrofuran-2(3h)-one,fruity,oily,peach,fruity,"['fruity', 'oily', 'peach']"
67770-79-0,5-butyl-5-ethyltetrahydro-2h-pyran-2-one,herbal,warm,animal like,herbal,"['herbal', 'warm', 'animal like']"
37609-25-9,5-cyclohexadecen-1-one,musk like,floral,powdery,musk like,"['musk like', 'floral', 'powdery']"
259854-71-2,"5-cyclotetradecen-1-one, 3-methyl-, (5z)-",musk like,warm,powdery,musk like,"['musk like', 'warm', 'powdery']"
259854-70-1,"5-cyclotetradecen-1-one, 3-methyl-,(5e)-",musk like,warm,powdery,musk like,"['musk like', 'warm', 'powdery']"
17369-60-7,"5-ethyl-2,3,4,5-tetramethylcyclohexen-1-one",gourmand,caramel,honey,gourmand,"['gourmand', 'caramel', 'honey']"
104-90-5,5-ethyl-2-methylpyridine,food like,nutty,potato,food like,"['food like', 'nutty', 'potato']"
698-10-2,5-ethyl-3-hydroxy-4-methyl-2(5h)-furanone,gourmand,popcorn,butterscotch,gourmand,"['gourmand', 'popcorn', 'butterscotch']"
73347-77-0,5-ethylidenebicyclo[2.2.1]hept-2-yl propionate,floral,jasmin,light,floral,"['floral', 'jasmin', 'light']"
23747-48-0,"5h-5-methyl-6,7-dihydrocyclopenta(b)pyrazine",earthy,sweet,nutty,earthy,"['earthy', 'sweet', 'nutty']"
109-49-9,5-hexen-2-one,floral,green,fresh,floral,"['floral', 'green', 'fresh']"
27593-23-3,"5-hydroxy-2,4-decadienoic acid delta-lactone",tobacco like,hay,coconut,tobacco like,"['tobacco like', 'hay', 'coconut']"
10413-18-0,5-hydroxy-4-methylhexanoic acid delta-lactone,minty,green,fruity,minty,"['minty', 'green', 'fruity']"
25524-95-2,5-hydroxy-7-decenoic acid delta-lactone,fruity,jasmin,apricot,fruity,"['fruity', 'jasmin', 'apricot']"
13679-86-2,5-isopropenyl-2-methyl-2-vinyltetrahydrofuran,green,herbal,minty,green,"['green', 'herbal', 'minty']"
139539-66-5,"5-methyl-1-(2,2,3-trimethyl-3-cyclopenten-1-yl)-6-oxabicyclo[3.2.1]octane",fruity,blackcurrant,green,fruity,"['fruity', 'blackcurrant', 'green']"
17162-29-7,5-methyl-2-(1-methylethyl)cyclohexyl lactate,minty,herbal,fresh,minty,"['minty', 'herbal', 'fresh']"
81925-81-7,5-methyl-2-hepten-4-one,food like,nutty,roasted,food like,"['food like', 'nutty', 'roasted']"
21834-92-4,5-methyl-2-phenyl-2-hexenal,gourmand,nutty,roasted,gourmand,"['gourmand', 'nutty', 'roasted']"
13679-70-4,5-methyl-2-thiophenecarboxaldehyde,fruity,sweet,almond,fruity,"['fruity', 'sweet', 'almond']"
38285-49-3,5-methyl-3-butyltetrahydropyran-4-yl acetate,floral,jasmin,green,floral,"['floral', 'jasmin', 'green']"
541-85-5,5-methyl-3-heptanone,herbal,lavender,fruity,herbal,"['herbal', 'lavender', 'fruity']"
22457-23-4,5-methyl-3-heptanone oxime,green,leafy,pungent,green,"['green', 'leafy', 'pungent']"
4927-36-0,5-methyl-5-phenyl-3-hexanone,floral,rose,woody,floral,"['floral', 'rose', 'woody']"
80480-24-6,"5-methyl-5-propyl-2-(1-methylbutyl)-1,3-dioxan",green,plastic,floral,green,"['green', 'plastic', 'floral']"
620-02-0,5-methylfurfural,gourmand,sweet,caramel,gourmand,"['gourmand', 'sweet', 'caramel']"
13708-12-8,5-methylquinoxaline,gourmand,nutty,roasted,gourmand,"['gourmand', 'nutty', 'roasted']"
2277-20-5,"6-nonenal, (6e)-",aldehydic,cucumber,woody,aldehydic,"['aldehydic', 'cucumber', 'woody']"
80639-54-9,"6-nonenenitrile, (z)- (9ci)",green,oily,cucumber,green,"['green', 'oily', 'cucumber']"
68959-28-4,"6-(3z)-3-hexen-1-yltetrahydro-2h-pyran-2-one,",fruity,peach,jasmin,fruity,"['fruity', 'peach', 'jasmin']"
502-69-2,"6,10,14-trimethyl-2-pentadecanone",floral,herbal,jasmin,floral,"['floral', 'herbal', 'jasmin']"
3796-70-1,"6,10-dimethyl-5,9-undecadien-2-one",floral,green,pear,floral,"['floral', 'green', 'pear']"
689-67-8,"6,10-dimethylundeca-5,9-dien-2-one",floral,rose,sweet,floral,"['floral', 'rose', 'sweet']"
62406-73-9,"6,10-dioxaspiro[4.5]decane, 8,8-dimethyl-7-(1-methylethyl)-",woody,floral,fruity,woody,"['woody', 'floral', 'fruity']"
67674-46-8,"6,6-dimethoxy-2,5,5-trimethylhex-2-ene",citrus,grapefruit,green,citrus,"['citrus', 'grapefruit', 'green']"
